id,word
488,sure
488,know
488,took
488,ya
488,know
488,right
488,wrong
488,wish
488,could
488,give
488,back
488,know
488,ca
488,life
488,right
488,ask
488,ya
488,forgive
488,know
488,god
488,know
488,believe
488,taking
488,life
488,anything
488,believe
488,life
488,would
488,god
488,bless
488,ya
488,wish
488,something
488,could
487,innocent
487,man
487,kill
487,anyone
487,ya
487,killing
487,innocent
487,man
487,killing
487,bad
486,yes
486,know
486,many
486,last
486,words
486,would
486,love
486,family
486,friends
486,love
486,much
486,tonight
486,father
486,time
486,got
486,letter
486,person
486,letter
486,letter
486,part
486,letter
486,years
486,love
486,god
486,everything
486,god
486,life
486,tonight
486,much
486,understand
486,coming
486,every
486,person
486,love
486,know
486,love
486,ya
486,appreciate
486,much
486,love
486,love
486,wish
486,world
486,like
486,mother
486,got
486,hurt
486,understand
486,pain
486,letter
486,wrong
486,god
486,love
486,know
486,love
486,home
486,love
486,know
486,going
486,feel
486,tonight
486,love
486,pray
486,one
486,day
486,heaven
486,man
486,told
486,years
486,thing
486,say
486,forgive
486,hope
486,one
486,day
486,together
486,love
486,make
486,world
486,go
486,love
486,warden
486,place
486,ready
486,go
486,home
486,jesus
486,god
486,love
486,god
486,love
486,love
485,want
485,tell
485,ya
485,know
485,love
485,love
485,take
485,care
485,going
485,home
485,going
485,home
485,alright
485,love
485,ya
485,god
485,bless
484,love
484,ya
484,son
484,get
484,life
484,right
484,christ
484,also
484,mother
484,give
484,mom
484,tell
484,love
484,ya
484,understand
484,take
484,home
484,jesus
484,take
484,home
484,lord
484,take
484,home
484,lord
484,must
484,see
484,son
484,love
484,ya
484,ready
483,yes
483,would
483,like
483,tell
483,family
483,love
483,ya
483,wish
483,ya
483,well
483,ready
482,first
482,want
482,let
482,mom
482,know
482,everybody
482,everybody
482,time
482,strong
482,family
482,man
482,kids
482,sorry
482,love
482,every
482,one
482,wife
482,love
482,last
482,two
482,years
482,best
482,kids
482,mom
482,ya
482,love
482,every
482,one
482,ya
482,really
482,love
482,ya
481,tell
481,son
481,love
481,much
481,god
481,bless
481,everybody
481,continue
481,god
481,go
481,love
481,ya
481,man
481,thank
481,everything
481,done
481,thank
481,feel
481,bad
480,want
480,say
480,innocent
480,kill
480,wife
480,wife
480,hold
480,god
480,kill
480,go
479,yes
479,first
479,family
479,apologize
479,everything
479,happened
479,closure
479,hearts
479,really
479,believe
479,wife
479,life
479,love
479,thank
479,sister
479,son
479,family
479,friends
479,family
479,love
479,friends
479,guys
479,row
479,thank
479,people
479,everything
479,life
479,wife
479,take
479,care
479,love
479,god
479,bless
479,ready
479,go
478,yes
478,want
478,tell
478,everybody
478,love
478,everybody
478,keep
478,heads
478,family
478,people
478,god
478,good
478,ready
477,family
477,hope
477,find
477,peace
477,heart
477,goes
477,hope
477,find
477,heart
477,forgive
477,know
477,happened
476,thank
476,jesus
476,christ
476,thank
476,know
476,jesus
476,christ
476,life
476,holy
476,holy
476,holy
476,thank
476,god
476,god
476,jesus
476,christ
476,people
476,see
476,still
476,holy
476,holy
476,holy
476,name
476,thank
476,thank
476,jesus
476,christ
476,amen
476,thank
476,warden
475,statement
474,murder
474,something
474,never
474,killed
474,ever
474,love
474,mom
474,love
474,wrong
474,thing
474,wrong
474,ca
474,believe
474,going
474,let
474,justice
474,let
474,love
474,mom
474,well
474,warden
474,going
474,murder
474,go
474,coming
474,feel
474,coming
474,goodbye
473,love
472,even
472,though
472,death
472,peace
472,may
472,lord
472,jesus
472,christ
472,peace
472,hate
472,going
472,world
472,stop
472,hate
472,pain
472,even
472,though
472,still
472,peace
472,still
472,god
472,bless
472,god
472,bless
472,everyone
472,let
472,thing
472,thank
472,much
472,thank
472,everyone
472,love
472,love
472,good
472,feel
472,going
472,goes
471,sorry
471,everything
471,done
471,hurt
471,lot
471,people
471,years
471,never
471,forgiveness
471,lord
471,jesus
471,christ
471,life
471,know
471,forgiveness
471,everything
471,let
471,done
471,take
471,sorry
471,forgive
471,truly
471,sorry
471,ask
471,forgiveness
471,life
471,goes
471,sorry
471,victim
471,family
471,may
471,forgive
471,know
471,believe
471,life
471,goes
471,sure
471,man
471,right
471,ask
471,forgiveness
471,life
471,goes
471,ask
471,forgiveness
471,truly
471,sorry
471,let
471,get
471,one
471,thing
470,yes
470,sir
470,want
470,say
470,family
470,friends
470,love
470,appreciate
470,ones
470,today
470,thank
470,everything
470,justice
470,people
470,death
470,row
470,need
470,help
470,love
470,family
470,love
470,mom
470,alright
470,lord
470,mercy
470,hope
470,mercy
470,people
470,never
470,hurt
470,wrong
470,place
470,wrong
470,time
470,forgiveness
470,god
470,hope
470,get
470,better
470,continue
470,take
470,care
470,take
470,care
470,mother
470,everybody
470,know
470,love
470,lord
470,mercy
470,soul
470,lord
470,mercy
470,soul
470,lord
470,mercy
470,soul
470,life
470,end
470,way
470,pain
470,let
470,mom
470,everybody
470,love
470,feel
470,right
470,life
470,life
469,yes
